0.000555,BL,Local,Denied,Right,10
0.002036,BL,Local,Aproved,Right,10
1.015985,ML,Local,Aproved,Wrong,10
0.004551,BL,Local,Aproved,Right,10
0.875648,ML,Local,Aproved,Right,10
0.007664,BL,Local,Denied,Right,10
0.884115,ML,Local,Aproved,Right,10
0.000923,BL,Local,Denied,Right,10
0.879921,ML,Local,Aproved,Right,10
0.007062,BL,Local,Aproved,Right,10
0.849818,ML,Local,Aproved,Wrong,10
0.000318,BL,Local,Denied,Right,10
0.947095,ML,Local,Aproved,Right,10
0.002036,BL,Local,Aproved,Right,10
0.860061,ML,Local,Aproved,Right,10
0.002135,BL,Local,Aproved,Right,10
0.868432,ML,Local,Aproved,Right,10
0.000298,BL,Local,Denied,Right,10
0.872624,ML,Local,Aproved,Right,10
0.859717,ML,Local,Aproved,Right,10
0.001067,BL,Local,Denied,Right,100
0.001143,BL,Local,Aproved,Right,100
0.949009,ML,Local,Aproved,Right,100
0.007580,BL,Local,Aproved,Right,100
0.926316,ML,Local,Aproved,Right,100
0.000513,BL,Local,Aproved,Right,100
0.874039,ML,Local,Aproved,Right,100
0.000371,BL,Local,Aproved,Right,100
0.870301,ML,Local,Aproved,Right,100
0.000963,BL,Local,Denied,Right,100
0.858967,ML,Local,Aproved,Right,100
0.007825,BL,Local,Aproved,Right,100
0.854528,ML,Local,Aproved,Right,100
0.000273,BL,Local,Denied,Right,100
0.859248,ML,Local,Aproved,Right,100
0.005792,BL,Local,Aproved,Right,100
0.868519,ML,Local,Aproved,Right,100
0.000412,BL,Local,Aproved,Right,100
0.865618,ML,Local,Aproved,Right,100
0.006792,BL,Local,Aproved,Right,100
0.000307,BL,Local,Aproved,Right,100
1.044494,ML,Local,Aproved,Right,100
0.880997,ML,Local,Aproved,Right,100
0.007652,BL,Local,Aproved,Right,100
0.856169,ML,Local,Aproved,Right,100
0.000386,BL,Local,Aproved,Right,100
0.855748,ML,Local,Aproved,Right,100
0.005340,BL,Local,Aproved,Right,100
0.884644,ML,Local,Aproved,Right,100
0.000407,BL,Local,Aproved,Right,100
0.867779,ML,Local,Aproved,Right,100
0.000394,BL,Local,Denied,Right,100
0.884539,ML,Local,Aproved,Right,100
0.001579,BL,Local,Aproved,Right,100
0.873460,ML,Local,Aproved,Right,100
0.000426,BL,Local,Aproved,Right,100
0.937032,ML,Local,Aproved,Right,100
0.006675,BL,Local,Aproved,Right,100
0.875668,ML,Local,Aproved,Right,100
0.000305,BL,Local,Denied,Right,100
0.869577,ML,Local,Aproved,Right,100
0.006307,BL,Local,Aproved,Wrong,100
0.925867,ML,Local,Aproved,Right,100
0.000397,BL,Local,Denied,Right,100
0.881714,ML,Local,Aproved,Right,100
0.006502,BL,Local,Denied,Right,100
0.852326,ML,Local,Aproved,Right,100
0.000659,BL,Local,Aproved,Right,100
0.870881,ML,Local,Aproved,Wrong,100
0.007180,BL,Local,Aproved,Right,100
0.869694,ML,Local,Aproved,Right,100
0.000354,BL,Local,Aproved,Right,100
0.881970,ML,Local,Aproved,Right,100
0.006036,BL,Local,Aproved,Right,100
0.890767,ML,Local,Aproved,Right,100
0.000290,BL,Local,Aproved,Right,100
0.863125,ML,Local,Aproved,Right,100
0.008427,BL,Local,Aproved,Wrong,100
0.863478,ML,Local,Aproved,Right,100
0.000435,BL,Local,Denied,Right,100
0.852116,ML,Local,Aproved,Right,100
0.001783,BL,Local,Denied,Right,100
0.868314,ML,Local,Aproved,Wrong,100
0.000322,BL,Local,Denied,Right,100
0.954162,ML,Local,Aproved,Right,100
0.006495,BL,Local,Aproved,Right,100
0.857999,ML,Local,Aproved,Right,100
0.006702,BL,Local,Aproved,Right,100
0.917825,ML,Local,Aproved,Right,100
0.000286,BL,Local,Denied,Right,100
0.865831,ML,Local,Aproved,Right,100
0.000371,BL,Local,Aproved,Right,100
0.883717,ML,Local,Aproved,Right,100
0.007161,BL,Local,Aproved,Right,100
0.867108,ML,Local,Aproved,Right,100
