URL,Latencia,BL,Type,Answer,Location
http://www.josephpalazzo.com/,0.00019,0,1,TRUE,Local
http://www.josephpalazzo.com/,0.00034,5,1,TRUE,Local
http://www.josephpalazzo.com/,0.0004,10,1,TRUE,Local
http://com.en.sport.citroen.com/,0.00019,0,1,TRUE,Local
http://com.en.sport.citroen.com/,0.00019,5,1,TRUE,Local
http://com.en.sport.citroen.com/,0.00011,10,1,TRUE,Local
http://www.the-vug.com,0.10265,0,1,TRUE,Local
http://www.the-vug.com,0.00084,5,1,TRUE,Local
http://www.the-vug.com,0.00093,10,1,TRUE,Local
http://www.best-italian-food.it,0.18941,0,1,TRUE,Local
http://www.best-italian-food.it,0.00201,5,1,TRUE,Local
http://www.best-italian-food.it,0.00102,10,1,TRUE,Local
http://www.mckayphotography.com.au/,0.00111,0,1,TRUE,Local
http://www.mckayphotography.com.au/,0.00084,5,1,TRUE,Local
http://www.mckayphotography.com.au/,0.00019,10,1,TRUE,Local
http://117.215.213.53:46262/Mozi.a,0.00011,0,0,FALSE,Local
http://117.215.213.53:46262/Mozi.a,0.00024,5,0,FALSE,Local
http://117.215.213.53:46262/Mozi.a,0.00003,10,0,TRUE,Local
http://www.oldash.org.uk/html/factsheets/html/fact10.html,0.00019,0,1,TRUE,Local
http://www.oldash.org.uk/html/factsheets/html/fact10.html,0.00098,5,1,TRUE,Local
http://www.oldash.org.uk/html/factsheets/html/fact10.html,0.00086,10,1,TRUE,Local
http://42.224.28.190:59502/i,0.00018,0,0,FALSE,Local
http://42.224.28.190:59502/i,0.0002,5,0,FALSE,Local
http://42.224.28.190:59502/i,0.00007,10,0,TRUE,Local
http://115.62.187.198:45296/i,0.00008,0,0,FALSE,Local
http://115.62.187.198:45296/i,0.00009,5,0,FALSE,Local
http://115.62.187.198:45296/i,0.00009,10,0,TRUE,Local
http://www.astrocopia.com/,0.00014,0,1,TRUE,Local
http://www.astrocopia.com/,0.00017,5,1,TRUE,Local
http://www.astrocopia.com/,0.0002,10,1,TRUE,Local
http://123.130.16.236:45175/Mozi.m,0.00009,0,0,FALSE,Local
http://123.130.16.236:45175/Mozi.m,0.00014,5,0,FALSE,Local
http://123.130.16.236:45175/Mozi.m,0.00029,10,0,TRUE,Local
http://175.107.0.128:38488/Mozi.m,0.0001,0,0,FALSE,Local
http://175.107.0.128:38488/Mozi.m,0.00017,5,0,FALSE,Local
http://175.107.0.128:38488/Mozi.m,0.00025,10,0,TRUE,Local
http://123.9.99.26:58530/Mozi.m,0.00011,0,0,FALSE,Local
http://123.9.99.26:58530/Mozi.m,0.00013,5,0,FALSE,Local
http://123.9.99.26:58530/Mozi.m,0.00007,10,0,TRUE,Local
http://www.stronghealth.com/services/cancer/aboutuscancer/highlandradiation.cfm,0.00009,0,1,TRUE,Local
http://www.stronghealth.com/services/cancer/aboutuscancer/highlandradiation.cfm,0.00019,5,1,TRUE,Local
http://www.stronghealth.com/services/cancer/aboutuscancer/highlandradiation.cfm,0.0003,10,1,TRUE,Local
http://216.244.203.88:35980/bin.sh,0.00011,0,0,FALSE,Local
http://216.244.203.88:35980/bin.sh,0.00015,5,0,FALSE,Local
http://216.244.203.88:35980/bin.sh,0.00009,10,0,TRUE,Local
http://www.geocities.com/lowrentsuits/,0.00048,0,1,TRUE,Local
http://www.geocities.com/lowrentsuits/,0.00019,5,1,TRUE,Local
http://www.geocities.com/lowrentsuits/,0.00016,10,1,TRUE,Local
http://103.106.67.20/PbGvXyKcGaJ94.bin,0.00022,0,0,FALSE,Local
http://103.106.67.20/PbGvXyKcGaJ94.bin,0.00027,5,0,FALSE,Local
http://103.106.67.20/PbGvXyKcGaJ94.bin,0.00007,10,0,TRUE,Local
http://123.10.32.167:39354/bin.sh,0.00011,0,0,FALSE,Local
http://123.10.32.167:39354/bin.sh,0.00011,5,0,FALSE,Local
http://123.10.32.167:39354/bin.sh,0.00009,10,0,TRUE,Local
https://adl-hjh.faqserv.com/saham.apk,0.00026,0,0,FALSE,Local
https://adl-hjh.faqserv.com/saham.apk,0.00025,5,0,FALSE,Local
https://adl-hjh.faqserv.com/saham.apk,0.00009,10,0,TRUE,Local
http://aboutsubs.com/,0.00023,0,1,TRUE,Local
http://aboutsubs.com/,0.00018,5,1,TRUE,Local
http://aboutsubs.com/,0.00018,10,1,TRUE,Local
http://14.51.101.81:50394/.i,0.0001,0,0,FALSE,Local
http://14.51.101.81:50394/.i,0.00025,5,0,FALSE,Local
http://14.51.101.81:50394/.i,0.00035,10,0,TRUE,Local
http://www.historicalkits.co.uk/middlesbrough/middlesbrough.htm,0.00032,0,1,TRUE,Local
http://www.historicalkits.co.uk/middlesbrough/middlesbrough.htm,0.00025,5,1,TRUE,Local
http://www.historicalkits.co.uk/middlesbrough/middlesbrough.htm,0.00011,10,1,TRUE,Local
http://www.dutchthewiz.com/freeware/,0.00037,0,1,TRUE,Local
http://www.dutchthewiz.com/freeware/,0.00016,5,1,TRUE,Local
http://www.dutchthewiz.com/freeware/,0.00036,10,1,TRUE,Local
http://www.tntt.org/vni/tlieu/saints/st0730.htm,0.00037,0,1,TRUE,Local
http://www.tntt.org/vni/tlieu/saints/st0730.htm,0.00016,5,1,TRUE,Local
http://www.tntt.org/vni/tlieu/saints/st0730.htm,0.00017,10,1,TRUE,Local
http://www.restorationcounselingministries.org/,0.00013,0,1,TRUE,Local
http://www.restorationcounselingministries.org/,0.00019,5,1,TRUE,Local
http://www.restorationcounselingministries.org/,0.00015,10,1,TRUE,Local
http://5.206.227.148/log017/log017.spc,0.00036,0,0,FALSE,Local
http://5.206.227.148/log017/log017.spc,0.00018,5,0,FALSE,Local
http://5.206.227.148/log017/log017.spc,0.00007,10,0,TRUE,Local
http://www.oemagnet.com/,0.00017,0,1,TRUE,Local
http://www.oemagnet.com/,0.00019,5,1,TRUE,Local
http://www.oemagnet.com/,0.00022,10,1,TRUE,Local
http://www.egfgunclub.org/,0.00037,0,1,TRUE,Local
http://www.egfgunclub.org/,0.00041,5,1,TRUE,Local
http://www.egfgunclub.org/,0.00132,10,1,TRUE,Local
http://www.midwestdressage.org/,0.00027,0,1,TRUE,Local
http://www.midwestdressage.org/,0.00008,5,1,TRUE,Local
http://www.midwestdressage.org/,0.00018,10,1,TRUE,Local
http://fineartbuilders.com,0.14011,0,1,TRUE,Local
http://fineartbuilders.com,0.00094,5,1,TRUE,Local
http://fineartbuilders.com,0.00119,10,1,TRUE,Local
http://www.startech.org/,0.00018,0,1,TRUE,Local
http://www.startech.org/,0.00018,5,1,TRUE,Local
http://www.startech.org/,0.00018,10,1,TRUE,Local
http://www.kannmfg.com,0.08352,0,1,TRUE,Local
http://www.kannmfg.com,0.00107,5,1,TRUE,Local
http://www.kannmfg.com,0.00165,10,1,TRUE,Local
http://www.guardianangelpetrescue.com/,0.0002,0,1,TRUE,Local
http://www.guardianangelpetrescue.com/,0.00094,5,1,TRUE,Local
http://www.guardianangelpetrescue.com/,0.00098,10,1,TRUE,Local
http://182.117.79.116:48317/bin.sh,0.00026,0,0,FALSE,Local
http://182.117.79.116:48317/bin.sh,0.00045,5,0,FALSE,Local
http://182.117.79.116:48317/bin.sh,0.00096,10,0,TRUE,Local
http://www.ambidextrouspics.com/html/david_o_russell.html,0.00052,0,1,TRUE,Local
http://www.ambidextrouspics.com/html/david_o_russell.html,0.00035,5,1,TRUE,Local
http://www.ambidextrouspics.com/html/david_o_russell.html,0.00068,10,1,TRUE,Local
http://www.nhtassoc.org/,0.00035,0,1,TRUE,Local
http://www.nhtassoc.org/,0.00059,5,1,TRUE,Local
http://www.nhtassoc.org/,0.00062,10,1,TRUE,Local
http://179527.com/mips64el,0.00026,0,0,FALSE,Local
http://179527.com/mips64el,0.00076,5,0,FALSE,Local
http://179527.com/mips64el,0.00008,10,0,TRUE,Local
http://www.pronet-dubai.com/4dserver.htm,0.00022,0,1,TRUE,Local
http://www.pronet-dubai.com/4dserver.htm,0.00016,5,1,TRUE,Local
http://www.pronet-dubai.com/4dserver.htm,0.00052,10,1,TRUE,Local
http://www.vintagefemdom.com/,0.00021,0,1,TRUE,Local
http://www.vintagefemdom.com/,0.00022,5,1,TRUE,Local
http://www.vintagefemdom.com/,0.00034,10,1,TRUE,Local
http://www.geocities.com/wellesley/atrium/5833/,0.00011,0,1,TRUE,Local
http://www.geocities.com/wellesley/atrium/5833/,0.00018,5,1,TRUE,Local
http://www.geocities.com/wellesley/atrium/5833/,0.00022,10,1,TRUE,Local
http://103.178.229.177/skyljne.ppc,0.00018,0,0,FALSE,Local
http://103.178.229.177/skyljne.ppc,0.00023,5,0,FALSE,Local
http://103.178.229.177/skyljne.ppc,0.00007,10,0,TRUE,Local
http://119.179.222.55:60247/mozi.m,0.00035,0,0,FALSE,Local
http://119.179.222.55:60247/mozi.m,0.00024,5,0,FALSE,Local
http://119.179.222.55:60247/mozi.m,0.00025,10,0,TRUE,Local
http://www.givencats.com,0.11029,0,1,TRUE,Local
http://www.givencats.com,0.00149,5,1,TRUE,Local
http://www.givencats.com,0.00192,10,1,TRUE,Local
http://117.215.214.223:38305/bin.sh,0.00011,0,0,FALSE,Local
http://117.215.214.223:38305/bin.sh,0.00011,5,0,FALSE,Local
http://117.215.214.223:38305/bin.sh,0.0001,10,0,TRUE,Local
http://www.citynational.com/,0.00019,0,1,TRUE,Local
http://www.citynational.com/,0.0002,5,1,TRUE,Local
http://www.citynational.com/,0.00019,10,1,TRUE,Local
http://119.179.252.241:41103/Mozi.m,0.00013,0,0,FALSE,Local
http://119.179.252.241:41103/Mozi.m,0.00012,5,0,FALSE,Local
http://119.179.252.241:41103/Mozi.m,0.00034,10,0,TRUE,Local
http://members.tripod.com/t109/pack.html,0.00015,0,1,TRUE,Local
http://members.tripod.com/t109/pack.html,0.00025,5,1,TRUE,Local
http://members.tripod.com/t109/pack.html,0.00026,10,1,TRUE,Local
http://www.seattleaa.org/,0.0002,0,1,TRUE,Local
http://www.seattleaa.org/,0.00017,5,1,TRUE,Local
http://www.seattleaa.org/,0.00019,10,1,TRUE,Local
http://www.verdibruno.it/,0.00024,0,1,TRUE,Local
http://www.verdibruno.it/,0.00023,5,1,TRUE,Local
http://www.verdibruno.it/,0.00048,10,1,TRUE,Local
http://222.142.208.113:42231/i,0.00011,0,0,FALSE,Local
http://222.142.208.113:42231/i,0.00008,5,0,FALSE,Local
http://222.142.208.113:42231/i,0.00008,10,0,TRUE,Local
http://www.occ.org/,0.00018,0,1,TRUE,Local
http://www.occ.org/,0.0002,5,1,TRUE,Local
http://www.occ.org/,0.00018,10,1,TRUE,Local
http://www.devonwoodec.com,0.10065,0,1,TRUE,Local
http://www.devonwoodec.com,0.00147,5,1,TRUE,Local
http://www.devonwoodec.com,0.00159,10,1,TRUE,Local
http://113.26.61.231:53058/.i,0.00017,0,0,FALSE,Local
http://113.26.61.231:53058/.i,0.00011,5,0,FALSE,Local
http://113.26.61.231:53058/.i,0.00008,10,0,TRUE,Local
https://upload.vina-host.com/CQOwGIT7vk/windows.exe,0.00019,0,0,FALSE,Local
https://upload.vina-host.com/CQOwGIT7vk/windows.exe,0.00013,5,0,FALSE,Local
https://upload.vina-host.com/CQOwGIT7vk/windows.exe,0.00006,10,0,TRUE,Local
http://www.pregnancy-directory.com/,0.00018,0,1,TRUE,Local
http://www.pregnancy-directory.com/,0.0002,5,1,TRUE,Local
http://www.pregnancy-directory.com/,0.00018,10,1,TRUE,Local
http://117.248.57.179:54144/bin.sh,0.00018,0,0,FALSE,Local
http://117.248.57.179:54144/bin.sh,0.00011,5,0,FALSE,Local
http://117.248.57.179:54144/bin.sh,0.00007,10,0,TRUE,Local
http://103.178.229.177/skyljne.mips,0.00023,0,0,FALSE,Local
http://103.178.229.177/skyljne.mips,0.00022,5,0,FALSE,Local
http://103.178.229.177/skyljne.mips,0.0001,10,0,TRUE,Local
http://80.76.51.95/bins/sora.m68k,0.00019,0,0,FALSE,Local
http://80.76.51.95/bins/sora.m68k,0.00018,5,0,FALSE,Local
http://80.76.51.95/bins/sora.m68k,0.0006,10,0,TRUE,Local
http://113.186.165.209:43849/bin.sh,0.00006,0,0,FALSE,Local
http://113.186.165.209:43849/bin.sh,0.00072,5,0,FALSE,Local
http://113.186.165.209:43849/bin.sh,0.00093,10,0,TRUE,Local
http://80.76.51.162/bins/Rubify.arm5,0.00018,0,0,FALSE,Local
http://80.76.51.162/bins/Rubify.arm5,0.00024,5,0,FALSE,Local
http://80.76.51.162/bins/Rubify.arm5,0.00015,10,0,TRUE,Local
http://117.252.173.157:59630/i,0.00012,0,0,FALSE,Local
http://117.252.173.157:59630/i,0.00018,5,0,FALSE,Local
http://117.252.173.157:59630/i,0.00013,10,0,TRUE,Local
http://www.skiptongolfclub.co.uk,0.09266,0,1,TRUE,Local
http://www.skiptongolfclub.co.uk,0.001,5,1,TRUE,Local
http://www.skiptongolfclub.co.uk,0.00072,10,1,TRUE,Local
http://80.76.51.162/bins/Tsunami.x86,0.00025,0,0,FALSE,Local
http://80.76.51.162/bins/Tsunami.x86,0.00018,5,0,FALSE,Local
http://80.76.51.162/bins/Tsunami.x86,0.00007,10,0,TRUE,Local
http://www.wanger.net/,0.00029,0,1,TRUE,Local
http://www.wanger.net/,0.00021,5,1,TRUE,Local
http://www.wanger.net/,0.00025,10,1,TRUE,Local
http://www.geocities.com/p_nut84/index.html,0.00019,0,1,TRUE,Local
http://www.geocities.com/p_nut84/index.html,0.00018,5,1,TRUE,Local
http://www.geocities.com/p_nut84/index.html,0.00019,10,1,TRUE,Local
http://lawtosuccess.com/codice/Documenti.zip,0.00019,0,0,FALSE,Local
http://lawtosuccess.com/codice/Documenti.zip,0.00018,5,0,FALSE,Local
http://lawtosuccess.com/codice/Documenti.zip,0.00012,10,0,TRUE,Local
http://91.239.77.159:38108/bin.sh,0.00053,0,0,FALSE,Local
http://91.239.77.159:38108/bin.sh,0.0014,5,0,FALSE,Local
http://91.239.77.159:38108/bin.sh,0.00082,10,0,TRUE,Local
http://www.senate.gov/artandhistory/history/common/generic/vp_spiro_agnew.htm,0.00098,0,1,TRUE,Local
http://www.senate.gov/artandhistory/history/common/generic/vp_spiro_agnew.htm,0.00105,5,1,TRUE,Local
http://www.senate.gov/artandhistory/history/common/generic/vp_spiro_agnew.htm,0.00042,10,1,TRUE,Local
http://www.stormloader.com/wfd/,0.00037,0,1,TRUE,Local
http://www.stormloader.com/wfd/,0.00107,5,1,TRUE,Local
http://www.stormloader.com/wfd/,0.00018,10,1,TRUE,Local
http://www.naturepavilion.com/,0.00087,0,1,TRUE,Local
http://www.naturepavilion.com/,0.00025,5,1,TRUE,Local
http://www.naturepavilion.com/,0.00101,10,1,TRUE,Local
http://117.215.211.196:38065/bin.sh,0.00015,0,0,FALSE,Local
http://117.215.211.196:38065/bin.sh,0.00031,5,0,FALSE,Local
http://117.215.211.196:38065/bin.sh,0.00107,10,0,TRUE,Local
http://www.mountainboomer.com/,0.00052,0,1,TRUE,Local
http://www.mountainboomer.com/,0.00024,5,1,TRUE,Local
http://www.mountainboomer.com/,0.00094,10,1,TRUE,Local
http://www.geocities.com/letthisbethereason/index.html,0.00023,0,1,TRUE,Local
http://www.geocities.com/letthisbethereason/index.html,0.00035,5,1,TRUE,Local
http://www.geocities.com/letthisbethereason/index.html,0.00048,10,1,TRUE,Local
http://www.newedgemanagement.com/,0.00019,0,1,TRUE,Local
http://www.newedgemanagement.com/,0.00018,5,1,TRUE,Local
http://www.newedgemanagement.com/,0.00018,10,1,TRUE,Local
http://117.194.164.210:33152/i,0.00012,0,0,FALSE,Local
http://117.194.164.210:33152/i,0.00011,5,0,FALSE,Local
http://117.194.164.210:33152/i,0.00009,10,0,TRUE,Local
http://www.snuggledown.com,0.10839,0,1,TRUE,Local
http://www.snuggledown.com,0.00137,5,1,TRUE,Local
http://www.snuggledown.com,0.00086,10,1,TRUE,Local
http://www.holidayclassics.com,0.13127,0,1,TRUE,Local
http://www.holidayclassics.com,0.00066,5,1,TRUE,Local
http://www.holidayclassics.com,0.00072,10,1,TRUE,Local
http://www.questtechnologiesinc.com/,0.00028,0,1,TRUE,Local
http://www.questtechnologiesinc.com/,0.00024,5,1,TRUE,Local
http://www.questtechnologiesinc.com/,0.00022,10,1,TRUE,Local
http://www.elitecertify.com/,0.0002,0,1,TRUE,Local
http://www.elitecertify.com/,0.00025,5,1,TRUE,Local
http://www.elitecertify.com/,0.00024,10,1,TRUE,Local
http://219.156.33.17:42646/i,0.00014,0,0,FALSE,Local
http://219.156.33.17:42646/i,0.00075,5,0,FALSE,Local
http://219.156.33.17:42646/i,0.00097,10,0,TRUE,Local
https://mega.nz/file/GY0l3LYA#3OWckcz4JOnRoAJcDa_-umxrepcsXY7QQyWtFpO5Wf0,0.00105,0,0,FALSE,Local
https://mega.nz/file/GY0l3LYA#3OWckcz4JOnRoAJcDa_-umxrepcsXY7QQyWtFpO5Wf0,0.00081,5,0,FALSE,Local
https://mega.nz/file/GY0l3LYA#3OWckcz4JOnRoAJcDa_-umxrepcsXY7QQyWtFpO5Wf0,0.00118,10,0,TRUE,Local
http://www.coralepuccini.it/,0.00037,0,1,TRUE,Local
http://www.coralepuccini.it/,0.00018,5,1,TRUE,Local
http://www.coralepuccini.it/,0.00052,10,1,TRUE,Local
http://www.grandwarehouse.com,0.11275,0,1,TRUE,Local
http://www.grandwarehouse.com,0.00154,5,1,TRUE,Local
http://www.grandwarehouse.com,0.00098,10,1,TRUE,Local
http://www3.caringbridge.org/ne/ryan/,0.00037,0,1,TRUE,Local
http://www3.caringbridge.org/ne/ryan/,0.00065,5,1,TRUE,Local
http://www3.caringbridge.org/ne/ryan/,0.0006,10,1,TRUE,Local
http://www.pelikanind.com/,0.00038,0,1,TRUE,Local
http://www.pelikanind.com/,0.00052,5,1,TRUE,Local
http://www.pelikanind.com/,0.00029,10,1,TRUE,Local
http://115.50.51.139:37815/i,0.00048,0,0,FALSE,Local
http://115.50.51.139:37815/i,0.00076,5,0,FALSE,Local
http://115.50.51.139:37815/i,0.0009,10,0,TRUE,Local
http://na.fasson.com/frna/frnasite.nsf/pg/l3b2c6?opendocument,0.00022,0,1,TRUE,Local
http://na.fasson.com/frna/frnasite.nsf/pg/l3b2c6?opendocument,0.00099,5,1,TRUE,Local
http://na.fasson.com/frna/frnasite.nsf/pg/l3b2c6?opendocument,0.00063,10,1,TRUE,Local
http://www.salon.com/music/sharps/1997/11/18sharps.html,0.00022,0,1,TRUE,Local
http://www.salon.com/music/sharps/1997/11/18sharps.html,0.00015,5,1,TRUE,Local
http://www.salon.com/music/sharps/1997/11/18sharps.html,0.00043,10,1,TRUE,Local
http://www.sportscenterfnc.com/,0.00092,0,1,TRUE,Local
http://www.sportscenterfnc.com/,0.00045,5,1,TRUE,Local
http://www.sportscenterfnc.com/,0.00035,10,1,TRUE,Local
http://www.paws-and-tails.com/,0.00056,0,1,TRUE,Local
http://www.paws-and-tails.com/,0.00051,5,1,TRUE,Local
http://www.paws-and-tails.com/,0.00067,10,1,TRUE,Local
http://45.125.66.19/beastmode/b3astmode.arm5,0.00062,0,0,FALSE,Local
http://45.125.66.19/beastmode/b3astmode.arm5,0.00098,5,0,FALSE,Local
http://45.125.66.19/beastmode/b3astmode.arm5,0.00057,10,0,TRUE,Local
http://80.76.51.162/bins/Rubify.arm7,0.0007,0,0,FALSE,Local
http://80.76.51.162/bins/Rubify.arm7,0.00058,5,0,FALSE,Local
http://80.76.51.162/bins/Rubify.arm7,0.00041,10,0,TRUE,Local
http://www.newadvent.org/cathen/12213a.htm,0.00151,0,1,TRUE,Local
http://www.newadvent.org/cathen/12213a.htm,0.00059,5,1,TRUE,Local
http://www.newadvent.org/cathen/12213a.htm,0.00033,10,1,TRUE,Local
http://www.muschi-feuchte.de/,0.00043,0,1,TRUE,Local
http://www.muschi-feuchte.de/,0.00081,5,1,TRUE,Local
http://www.muschi-feuchte.de/,0.00103,10,1,TRUE,Local
http://www.geocities.com/asian_communities/,0.00023,0,1,TRUE,Local
http://www.geocities.com/asian_communities/,0.00018,5,1,TRUE,Local
http://www.geocities.com/asian_communities/,0.00013,10,1,TRUE,Local
http://disquesrotax.free.fr/,0.00011,0,1,TRUE,Local
http://disquesrotax.free.fr/,0.00011,5,1,TRUE,Local
http://disquesrotax.free.fr/,0.00018,10,1,TRUE,Local
https://ir-bn.mrface.com/app1.apk,0.00062,0,0,FALSE,Local
https://ir-bn.mrface.com/app1.apk,0.00013,5,0,FALSE,Local
https://ir-bn.mrface.com/app1.apk,0.00005,10,0,TRUE,Local
http://80.76.51.95/bins/sora.arm,0.00033,0,0,FALSE,Local
http://80.76.51.95/bins/sora.arm,0.00022,5,0,FALSE,Local
http://80.76.51.95/bins/sora.arm,0.00007,10,0,TRUE,Local
http://200.59.72.173:35849/i,0.0001,0,0,FALSE,Local
http://200.59.72.173:35849/i,0.00011,5,0,FALSE,Local
http://200.59.72.173:35849/i,0.00003,10,0,TRUE,Local
http://www.vermontclimbing.com/,0.00019,0,1,TRUE,Local
http://www.vermontclimbing.com/,0.0003,5,1,TRUE,Local
http://www.vermontclimbing.com/,0.00052,10,1,TRUE,Local
http://182.121.55.200:41978/i,0.00012,0,0,FALSE,Local
http://182.121.55.200:41978/i,0.00011,5,0,FALSE,Local
http://182.121.55.200:41978/i,0.00007,10,0,TRUE,Local
http://www.eteamz.com/ohiodragons/,0.00018,0,1,TRUE,Local
http://www.eteamz.com/ohiodragons/,0.00015,5,1,TRUE,Local
http://www.eteamz.com/ohiodragons/,0.00025,10,1,TRUE,Local
http://222.138.79.136:39920/Mozi.m,0.00011,0,0,FALSE,Local
http://222.138.79.136:39920/Mozi.m,0.00011,5,0,FALSE,Local
http://222.138.79.136:39920/Mozi.m,0.00025,10,0,TRUE,Local
http://www.peigerfabrics.com/,0.00026,0,1,TRUE,Local
http://www.peigerfabrics.com/,0.00009,5,1,TRUE,Local
http://www.peigerfabrics.com/,0.00023,10,1,TRUE,Local
http://www.vuu.org/,0.00012,0,1,TRUE,Local
http://www.vuu.org/,0.00025,5,1,TRUE,Local
http://www.vuu.org/,0.00039,10,1,TRUE,Local
http://www.woodsidegc.com/,0.00019,0,1,TRUE,Local
http://www.woodsidegc.com/,0.0003,5,1,TRUE,Local
http://www.woodsidegc.com/,0.0001,10,1,TRUE,Local
http://59.99.138.140:60449/i,0.00013,0,0,FALSE,Local
http://59.99.138.140:60449/i,0.00008,5,0,FALSE,Local
http://59.99.138.140:60449/i,0.0001,10,0,TRUE,Local
http://www.angelfire.com/ky3/akitas/kyoujiakitas.html,0.00022,0,1,TRUE,Local
http://www.angelfire.com/ky3/akitas/kyoujiakitas.html,0.00023,5,1,TRUE,Local
http://www.angelfire.com/ky3/akitas/kyoujiakitas.html,0.00021,10,1,TRUE,Local
http://117.215.210.60:46197/bin.sh,0.00013,0,0,FALSE,Local
http://117.215.210.60:46197/bin.sh,0.00014,5,0,FALSE,Local
http://117.215.210.60:46197/bin.sh,0.00008,10,0,TRUE,Local
http://www.funtrivia.com/dir/78.html,0.00054,0,1,TRUE,Local
http://www.funtrivia.com/dir/78.html,0.00048,5,1,TRUE,Local
http://www.funtrivia.com/dir/78.html,0.00019,10,1,TRUE,Local
http://www.urmc.rochester.edu/pr/news/archive/park.html,0.0002,0,1,TRUE,Local
http://www.urmc.rochester.edu/pr/news/archive/park.html,0.00041,5,1,TRUE,Local
http://www.urmc.rochester.edu/pr/news/archive/park.html,0.00037,10,1,TRUE,Local
http://www.hefko.com/,0.00016,0,1,TRUE,Local
http://www.hefko.com/,0.00023,5,1,TRUE,Local
http://www.hefko.com/,0.00036,10,1,TRUE,Local
http://91.212.121.223/Y91/yarn,0.00026,0,0,FALSE,Local
http://91.212.121.223/Y91/yarn,0.00034,5,0,FALSE,Local
http://91.212.121.223/Y91/yarn,0.00008,10,0,TRUE,Local
https://adl-irn.fartit.com/app.apk,0.0002,0,0,FALSE,Local
https://adl-irn.fartit.com/app.apk,0.0005,5,0,FALSE,Local
https://adl-irn.fartit.com/app.apk,0.00004,10,0,TRUE,Local
http://200.59.72.27:47002/bin.sh,0.0001,0,0,FALSE,Local
http://200.59.72.27:47002/bin.sh,0.00059,5,0,FALSE,Local
http://200.59.72.27:47002/bin.sh,0.00004,10,0,TRUE,Local
http://158.255.82.50:37797/Mozi.m,0.00009,0,0,FALSE,Local
http://158.255.82.50:37797/Mozi.m,0.00008,5,0,FALSE,Local
http://158.255.82.50:37797/Mozi.m,0.00008,10,0,TRUE,Local
http://115.61.103.132:41651/i,0.00008,0,0,FALSE,Local
http://115.61.103.132:41651/i,0.00016,5,0,FALSE,Local
http://115.61.103.132:41651/i,0.00014,10,0,TRUE,Local
http://www.astonvillaweb.co.uk/,0.00027,0,1,TRUE,Local
http://www.astonvillaweb.co.uk/,0.00025,5,1,TRUE,Local
http://www.astonvillaweb.co.uk/,0.0002,10,1,TRUE,Local
http://www.mukappadelta.com/,0.00019,0,1,TRUE,Local
http://www.mukappadelta.com/,0.00036,5,1,TRUE,Local
http://www.mukappadelta.com/,0.00018,10,1,TRUE,Local
http://www.mstarlabs.com/,0.00024,0,1,TRUE,Local
http://www.mstarlabs.com/,0.00018,5,1,TRUE,Local
http://www.mstarlabs.com/,0.00021,10,1,TRUE,Local
http://www.china-valve-fitting.com,0.30685,0,1,TRUE,Local
http://www.china-valve-fitting.com,0.00169,5,1,TRUE,Local
http://www.china-valve-fitting.com,0.00093,10,1,TRUE,Local
http://www.jk9.com/,0.00016,0,1,TRUE,Local
http://www.jk9.com/,0.00025,5,1,TRUE,Local
http://www.jk9.com/,0.00019,10,1,TRUE,Local
http://121.123.78.22:59674/.i,0.00033,0,0,FALSE,Local
http://121.123.78.22:59674/.i,0.00011,5,0,FALSE,Local
http://121.123.78.22:59674/.i,0.00009,10,0,TRUE,Local
http://leftfootblue.20m.com/,0.00027,0,1,TRUE,Local
http://leftfootblue.20m.com/,0.00021,5,1,TRUE,Local
http://leftfootblue.20m.com/,0.00039,10,1,TRUE,Local
http://125.41.4.218:57945/bin.sh,0.00017,0,0,FALSE,Local
http://125.41.4.218:57945/bin.sh,0.00013,5,0,FALSE,Local
http://125.41.4.218:57945/bin.sh,0.00011,10,0,TRUE,Local
http://103.178.229.177/skyljne.arm6,0.00035,0,0,FALSE,Local
http://103.178.229.177/skyljne.arm6,0.00052,5,0,FALSE,Local
http://103.178.229.177/skyljne.arm6,0.00038,10,0,TRUE,Local
https://wwsvf.layout.oystergardens.us/editContent,0.00086,0,0,FALSE,Local
https://wwsvf.layout.oystergardens.us/editContent,0.00019,5,0,FALSE,Local
https://wwsvf.layout.oystergardens.us/editContent,0.00007,10,0,TRUE,Local
http://103.13.210.153/bins/sora.ppc,0.00066,0,0,FALSE,Local
http://103.13.210.153/bins/sora.ppc,0.00032,5,0,FALSE,Local
http://103.13.210.153/bins/sora.ppc,0.00047,10,0,TRUE,Local
http://116.203.65.69/hiddenbin/boatnet.arm5,0.00029,0,0,FALSE,Local
http://116.203.65.69/hiddenbin/boatnet.arm5,0.00055,5,0,FALSE,Local
http://116.203.65.69/hiddenbin/boatnet.arm5,0.00041,10,0,TRUE,Local
http://61.53.254.42:50952/bin.sh,0.00017,0,0,FALSE,Local
http://61.53.254.42:50952/bin.sh,0.00101,5,0,FALSE,Local
http://61.53.254.42:50952/bin.sh,0.0009,10,0,TRUE,Local
http://www.windowsxpmagazine.co.uk/,0.0006,0,1,TRUE,Local
http://www.windowsxpmagazine.co.uk/,0.00047,5,1,TRUE,Local
http://www.windowsxpmagazine.co.uk/,0.00078,10,1,TRUE,Local
http://www.spaceman.ca/jd/,0.00059,0,1,TRUE,Local
http://www.spaceman.ca/jd/,0.00055,5,1,TRUE,Local
http://www.spaceman.ca/jd/,0.0002,10,1,TRUE,Local
