URL,Latencia,BL,Type,Answer,Location
http://117.215.211.196:38065/bin.sh,0.00048,0,0,FALSE,Local
http://117.215.211.196:38065/bin.sh,0.00114,5,0,FALSE,Local
http://117.215.211.196:38065/bin.sh,0.00006,10,0,TRUE,Local
https://mroqy.layout.oystergardens.us/editContent,0.0002,0,0,FALSE,Local
https://mroqy.layout.oystergardens.us/editContent,0.0007,5,0,FALSE,Local
https://mroqy.layout.oystergardens.us/editContent,0.00089,10,0,TRUE,Local
http://www.roma.com/,0.0002,0,1,TRUE,Local
http://www.roma.com/,0.00041,5,1,TRUE,Local
http://www.roma.com/,0.00041,10,1,TRUE,Local
http://115.61.9.14:51832/i,0.00019,0,0,FALSE,Local
http://115.61.9.14:51832/i,0.00094,5,0,FALSE,Local
http://115.61.9.14:51832/i,0.00018,10,0,TRUE,Local
http://www.fovea-group.com/,0.00026,0,1,TRUE,Local
http://www.fovea-group.com/,0.00081,5,1,TRUE,Local
http://www.fovea-group.com/,0.00081,10,1,TRUE,Local
http://185.198.1.56:46420/.i,0.00013,0,0,FALSE,Local
http://185.198.1.56:46420/.i,0.00079,5,0,FALSE,Local
http://185.198.1.56:46420/.i,0.00007,10,0,TRUE,Local
http://117.248.57.179:54144/bin.sh,0.00018,0,0,FALSE,Local
http://117.248.57.179:54144/bin.sh,0.00021,5,0,FALSE,Local
http://117.248.57.179:54144/bin.sh,0.00008,10,0,TRUE,Local
http://www.shastacam.com/,0.00024,0,1,TRUE,Local
http://www.shastacam.com/,0.00026,5,1,TRUE,Local
http://www.shastacam.com/,0.00022,10,1,TRUE,Local
https://adl-bn.fartit.com/app.apk,0.00049,0,0,FALSE,Local
https://adl-bn.fartit.com/app.apk,0.00112,5,0,FALSE,Local
https://adl-bn.fartit.com/app.apk,0.00008,10,0,TRUE,Local
http://modis-snow-ice.gsfc.nasa.gov/intro.html,0.00056,0,1,TRUE,Local
http://modis-snow-ice.gsfc.nasa.gov/intro.html,0.0003,5,1,TRUE,Local
http://modis-snow-ice.gsfc.nasa.gov/intro.html,0.00018,10,1,TRUE,Local
http://www.salemcommunityconcerts.org/,0.00034,0,1,TRUE,Local
http://www.salemcommunityconcerts.org/,0.00023,5,1,TRUE,Local
http://www.salemcommunityconcerts.org/,0.00044,10,1,TRUE,Local
http://117.252.173.157:59630/i,0.00027,0,0,FALSE,Local
http://117.252.173.157:59630/i,0.00032,5,0,FALSE,Local
http://117.252.173.157:59630/i,0.00011,10,0,TRUE,Local
http://www.trsa.com.au,0.09006,0,1,TRUE,Local
http://www.trsa.com.au,0.00641,5,1,TRUE,Local
http://www.trsa.com.au,0.00075,10,1,TRUE,Local
https://alwassataimmo.com/12/formeremploy.exe,0.00087,0,0,FALSE,Local
https://alwassataimmo.com/12/formeremploy.exe,0.00015,5,0,FALSE,Local
https://alwassataimmo.com/12/formeremploy.exe,0.00004,10,0,TRUE,Local
http://175.107.2.210:42202/Mozi.m,0.00013,0,0,FALSE,Local
http://175.107.2.210:42202/Mozi.m,0.00011,5,0,FALSE,Local
http://175.107.2.210:42202/Mozi.m,0.00006,10,0,TRUE,Local
https://alwassataimmo.com/12/cutchapter.exe,0.00013,0,0,FALSE,Local
https://alwassataimmo.com/12/cutchapter.exe,0.0001,5,0,FALSE,Local
https://alwassataimmo.com/12/cutchapter.exe,0.00004,10,0,TRUE,Local
http://www.stormloader.com/wfd/,0.00009,0,1,TRUE,Local
http://www.stormloader.com/wfd/,0.00013,5,1,TRUE,Local
http://www.stormloader.com/wfd/,0.00018,10,1,TRUE,Local
https://eblag.mrface.com/app1.apk,0.00032,0,0,FALSE,Local
https://eblag.mrface.com/app1.apk,0.00014,5,0,FALSE,Local
https://eblag.mrface.com/app1.apk,0.00005,10,0,TRUE,Local
http://live.com.gt/codice/Cliente.zip,0.00026,0,0,FALSE,Local
http://live.com.gt/codice/Cliente.zip,0.0001,5,0,FALSE,Local
http://live.com.gt/codice/Cliente.zip,0.00008,10,0,TRUE,Local
http://222.139.231.136:48164/i,0.00006,0,0,FALSE,Local
http://222.139.231.136:48164/i,0.0001,5,0,FALSE,Local
http://222.139.231.136:48164/i,0.00082,10,0,TRUE,Local
http://222.138.203.8:46806/bin.sh,0.00023,0,0,FALSE,Local
http://222.138.203.8:46806/bin.sh,0.00016,5,0,FALSE,Local
http://222.138.203.8:46806/bin.sh,0.00007,10,0,TRUE,Local
http://185.81.157.121:222/1.txt,0.00032,0,0,FALSE,Local
http://185.81.157.121:222/1.txt,0.00079,5,0,FALSE,Local
http://185.81.157.121:222/1.txt,0.0001,10,0,TRUE,Local
http://www.nwfootball.net/cougars/,0.0002,0,1,TRUE,Local
http://www.nwfootball.net/cougars/,0.00041,5,1,TRUE,Local
http://www.nwfootball.net/cougars/,0.00093,10,1,TRUE,Local
http://www.rr61.de/,0.00012,0,1,TRUE,Local
http://www.rr61.de/,0.00067,5,1,TRUE,Local
http://www.rr61.de/,0.00074,10,1,TRUE,Local
http://179527.com/mips,0.00024,0,0,FALSE,Local
http://179527.com/mips,0.00012,5,0,FALSE,Local
http://179527.com/mips,0.00007,10,0,TRUE,Local
http://216.244.203.88:35980/bin.sh,0.00041,0,0,FALSE,Local
http://216.244.203.88:35980/bin.sh,0.00067,5,0,FALSE,Local
http://216.244.203.88:35980/bin.sh,0.00005,10,0,TRUE,Local
http://115.50.51.139:37815/i,0.00037,0,0,FALSE,Local
http://115.50.51.139:37815/i,0.00006,5,0,FALSE,Local
http://115.50.51.139:37815/i,0.00012,10,0,TRUE,Local
http://www.freeceltic.com,0.06103,0,1,TRUE,Local
http://www.freeceltic.com,0.00073,5,1,TRUE,Local
http://www.freeceltic.com,0.00123,10,1,TRUE,Local
http://udel.edu/stu-org/icf/,0.0002,0,1,TRUE,Local
http://udel.edu/stu-org/icf/,0.0002,5,1,TRUE,Local
http://udel.edu/stu-org/icf/,0.00034,10,1,TRUE,Local
http://123.10.32.167:39354/i,0.00015,0,0,FALSE,Local
http://123.10.32.167:39354/i,0.00012,5,0,FALSE,Local
http://123.10.32.167:39354/i,0.00026,10,0,TRUE,Local
http://newsbytes.curtin.edu.au/,0.00055,0,1,TRUE,Local
http://newsbytes.curtin.edu.au/,0.00101,5,1,TRUE,Local
http://newsbytes.curtin.edu.au/,0.00019,10,1,TRUE,Local
http://www.goldenchaintheatre.org,0.10048,0,1,TRUE,Local
http://www.goldenchaintheatre.org,0.00183,5,1,TRUE,Local
http://www.goldenchaintheatre.org,0.00133,10,1,TRUE,Local
http://elkinstech.com/,0.00096,0,1,TRUE,Local
http://elkinstech.com/,0.00042,5,1,TRUE,Local
http://elkinstech.com/,0.0013,10,1,TRUE,Local
http://www.customerservicetraining.tv/,0.00066,0,1,TRUE,Local
http://www.customerservicetraining.tv/,0.00113,5,1,TRUE,Local
http://www.customerservicetraining.tv/,0.00035,10,1,TRUE,Local
http://happythings.typepad.com/happythings/,0.00095,0,1,TRUE,Local
http://happythings.typepad.com/happythings/,0.00079,5,1,TRUE,Local
http://happythings.typepad.com/happythings/,0.00025,10,1,TRUE,Local
http://www.prima-international.com,0.14069,0,1,TRUE,Local
http://www.prima-international.com,0.00178,5,1,TRUE,Local
http://www.prima-international.com,0.00113,10,1,TRUE,Local
http://www.ndt.net/article/wcndt00/papers/idn048/idn048.htm,0.00069,0,1,TRUE,Local
http://www.ndt.net/article/wcndt00/papers/idn048/idn048.htm,0.00134,5,1,TRUE,Local
http://www.ndt.net/article/wcndt00/papers/idn048/idn048.htm,0.00105,10,1,TRUE,Local
http://www.tntt.org/vni/tlieu/saints/st0730.htm,0.00009,0,1,TRUE,Local
http://www.tntt.org/vni/tlieu/saints/st0730.htm,0.00063,5,1,TRUE,Local
http://www.tntt.org/vni/tlieu/saints/st0730.htm,0.00046,10,1,TRUE,Local
http://ddm.klatovy.cz/ddm/,0.00109,0,1,TRUE,Local
http://ddm.klatovy.cz/ddm/,0.00114,5,1,TRUE,Local
http://ddm.klatovy.cz/ddm/,0.00023,10,1,TRUE,Local
http://216.238.110.110:8080/CD.hta,0.00108,0,0,FALSE,Local
http://216.238.110.110:8080/CD.hta,0.00048,5,0,FALSE,Local
http://216.238.110.110:8080/CD.hta,0.00026,10,0,TRUE,Local
http://219.157.161.59:59964/i,0.00095,0,0,FALSE,Local
http://219.157.161.59:59964/i,0.00048,5,0,FALSE,Local
http://219.157.161.59:59964/i,0.00009,10,0,TRUE,Local
http://194.180.48.202/jklarm7,0.00101,0,0,FALSE,Local
http://194.180.48.202/jklarm7,0.00061,5,0,FALSE,Local
http://194.180.48.202/jklarm7,0.00019,10,0,TRUE,Local
https://adl-bn.my03.com/app.apk,0.00045,0,0,FALSE,Local
https://adl-bn.my03.com/app.apk,0.00034,5,0,FALSE,Local
https://adl-bn.my03.com/app.apk,0.00015,10,0,TRUE,Local
http://www.bradylabid.com/,0.00022,0,1,TRUE,Local
http://www.bradylabid.com/,0.00045,5,1,TRUE,Local
http://www.bradylabid.com/,0.00011,10,1,TRUE,Local
http://175.107.1.129:56180/Mozi.m,0.00008,0,0,FALSE,Local
http://175.107.1.129:56180/Mozi.m,0.00008,5,0,FALSE,Local
http://175.107.1.129:56180/Mozi.m,0.0001,10,0,TRUE,Local
https://textbin.net/raw/cgeahsl8f7,0.00043,0,0,FALSE,Local
https://textbin.net/raw/cgeahsl8f7,0.00071,5,0,FALSE,Local
https://textbin.net/raw/cgeahsl8f7,0.00034,10,0,TRUE,Local
http://www.harliehutch.0catch.com,10.1785,0,1,TRUE,Local
http://www.harliehutch.0catch.com,10.07586,5,1,TRUE,Local
http://www.harliehutch.0catch.com,10.06795,10,1,TRUE,Local
http://182.117.90.97:47874/i,0.00013,0,0,FALSE,Local
http://182.117.90.97:47874/i,0.00014,5,0,FALSE,Local
http://182.117.90.97:47874/i,0.0003,10,0,TRUE,Local
https://mega.nz/file/GY0l3LYA#3OWckcz4JOnRoAJcDa_-umxrepcsXY7QQyWtFpO5Wf0,0.00019,0,0,FALSE,Local
https://mega.nz/file/GY0l3LYA#3OWckcz4JOnRoAJcDa_-umxrepcsXY7QQyWtFpO5Wf0,0.00026,5,0,FALSE,Local
https://mega.nz/file/GY0l3LYA#3OWckcz4JOnRoAJcDa_-umxrepcsXY7QQyWtFpO5Wf0,0.00009,10,0,TRUE,Local
http://www.givencats.com,0.11806,0,1,TRUE,Local
http://www.givencats.com,0.00128,5,1,TRUE,Local
http://www.givencats.com,0.00103,10,1,TRUE,Local
http://sleepdoctor.blogspot.com/,0.00088,0,1,TRUE,Local
http://sleepdoctor.blogspot.com/,0.00097,5,1,TRUE,Local
http://sleepdoctor.blogspot.com/,0.00132,10,1,TRUE,Local
http://80.76.51.162/bins/Rubify.sh4,0.00024,0,0,FALSE,Local
http://80.76.51.162/bins/Rubify.sh4,0.00021,5,0,FALSE,Local
http://80.76.51.162/bins/Rubify.sh4,0.00026,10,0,TRUE,Local
http://www.pregnancy-directory.com/,0.00106,0,1,TRUE,Local
http://www.pregnancy-directory.com/,0.00054,5,1,TRUE,Local
http://www.pregnancy-directory.com/,0.00054,10,1,TRUE,Local
http://thecelebritycafe.com/interviews/jim_brickman_2.html,0.0002,0,1,TRUE,Local
http://thecelebritycafe.com/interviews/jim_brickman_2.html,0.00109,5,1,TRUE,Local
http://thecelebritycafe.com/interviews/jim_brickman_2.html,0.00054,10,1,TRUE,Local
http://5.206.227.148/log017/log017.i686,0.00088,0,0,FALSE,Local
http://5.206.227.148/log017/log017.i686,0.00043,5,0,FALSE,Local
http://5.206.227.148/log017/log017.i686,0.00028,10,0,TRUE,Local
http://120.211.101.25:41224/bin.sh,0.00021,0,0,FALSE,Local
http://120.211.101.25:41224/bin.sh,0.00024,5,0,FALSE,Local
http://120.211.101.25:41224/bin.sh,0.0003,10,0,TRUE,Local
http://117.215.223.187:39736/bin.sh,0.00012,0,0,FALSE,Local
http://117.215.223.187:39736/bin.sh,0.00038,5,0,FALSE,Local
http://117.215.223.187:39736/bin.sh,0.00026,10,0,TRUE,Local
http://115.59.0.38:51387/i,0.00011,0,0,FALSE,Local
http://115.59.0.38:51387/i,0.00097,5,0,FALSE,Local
http://115.59.0.38:51387/i,0.00026,10,0,TRUE,Local
http://www.tccoa.com/,0.00089,0,1,TRUE,Local
http://www.tccoa.com/,0.0002,5,1,TRUE,Local
http://www.tccoa.com/,0.00086,10,1,TRUE,Local
http://www.geocities.com/p_nut84/index.html,0.00055,0,1,TRUE,Local
http://www.geocities.com/p_nut84/index.html,0.00131,5,1,TRUE,Local
http://www.geocities.com/p_nut84/index.html,0.00107,10,1,TRUE,Local
http://www.elitecertify.com/,0.00098,0,1,TRUE,Local
http://www.elitecertify.com/,0.00074,5,1,TRUE,Local
http://www.elitecertify.com/,0.00055,10,1,TRUE,Local
http://www.virtualcities.com/ons/tn/g/tng87013.htm,0.00104,0,1,TRUE,Local
http://www.virtualcities.com/ons/tn/g/tng87013.htm,0.00011,5,1,TRUE,Local
http://www.virtualcities.com/ons/tn/g/tng87013.htm,0.0001,10,1,TRUE,Local
http://www.ec3.at/,0.00086,0,1,TRUE,Local
http://www.ec3.at/,0.00019,5,1,TRUE,Local
http://www.ec3.at/,0.00042,10,1,TRUE,Local
http://27.215.208.44:58909/Mozi.m,0.00104,0,0,FALSE,Local
http://27.215.208.44:58909/Mozi.m,0.00095,5,0,FALSE,Local
http://27.215.208.44:58909/Mozi.m,0.00004,10,0,TRUE,Local
http://www.stronghealth.com/services/cancer/aboutuscancer/highlandradiation.cfm,0.00038,0,1,TRUE,Local
http://www.stronghealth.com/services/cancer/aboutuscancer/highlandradiation.cfm,0.00022,5,1,TRUE,Local
http://www.stronghealth.com/services/cancer/aboutuscancer/highlandradiation.cfm,0.0006,10,1,TRUE,Local
http://www.spinnhuette.de/,0.00055,0,1,TRUE,Local
http://www.spinnhuette.de/,0.00109,5,1,TRUE,Local
http://www.spinnhuette.de/,0.00014,10,1,TRUE,Local
https://adl-vb.mrbasic.com/app1.apk,0.00042,0,0,FALSE,Local
https://adl-vb.mrbasic.com/app1.apk,0.00112,5,0,FALSE,Local
https://adl-vb.mrbasic.com/app1.apk,0.00017,10,0,TRUE,Local
http://www.informatik.uni-trier.de/~ley/db/conf/colt/index.html,0.0002,0,1,TRUE,Local
http://www.informatik.uni-trier.de/~ley/db/conf/colt/index.html,0.00009,5,1,TRUE,Local
http://www.informatik.uni-trier.de/~ley/db/conf/colt/index.html,0.00021,10,1,TRUE,Local
http://fineartbuilders.com,0.09191,0,1,TRUE,Local
http://fineartbuilders.com,0.00044,5,1,TRUE,Local
http://fineartbuilders.com,0.00119,10,1,TRUE,Local
http://www.geocities.com/thalia_saver/,0.00013,0,1,TRUE,Local
http://www.geocities.com/thalia_saver/,0.00052,5,1,TRUE,Local
http://www.geocities.com/thalia_saver/,0.00056,10,1,TRUE,Local
http://179527.com/arm6,0.00053,0,0,FALSE,Local
http://179527.com/arm6,0.00018,5,0,FALSE,Local
http://179527.com/arm6,0.00019,10,0,TRUE,Local
http://www.marywhitecloud.com/,0.00024,0,1,TRUE,Local
http://www.marywhitecloud.com/,0.00018,5,1,TRUE,Local
http://www.marywhitecloud.com/,0.00017,10,1,TRUE,Local
http://81.5.106.116:57738/Mozi.m,0.00015,0,0,FALSE,Local
http://81.5.106.116:57738/Mozi.m,0.00008,5,0,FALSE,Local
http://81.5.106.116:57738/Mozi.m,0.00008,10,0,TRUE,Local
http://27.215.111.238:33477/i,0.00015,0,0,FALSE,Local
http://27.215.111.238:33477/i,0.00011,5,0,FALSE,Local
http://27.215.111.238:33477/i,0.00011,10,0,TRUE,Local
https://giyahgostar.com/perferendismollitia/i.exe,0.00012,0,0,FALSE,Local
https://giyahgostar.com/perferendismollitia/i.exe,0.00021,5,0,FALSE,Local
https://giyahgostar.com/perferendismollitia/i.exe,0.00013,10,0,TRUE,Local
http://219.156.33.17:42646/i,0.00014,0,0,FALSE,Local
http://219.156.33.17:42646/i,0.00007,5,0,FALSE,Local
http://219.156.33.17:42646/i,0.00009,10,0,TRUE,Local
http://www.unreal.co.za/,0.0002,0,1,TRUE,Local
http://www.unreal.co.za/,0.00033,5,1,TRUE,Local
http://www.unreal.co.za/,0.00016,10,1,TRUE,Local
http://www.restorationcounselingministries.org/,0.0002,0,1,TRUE,Local
http://www.restorationcounselingministries.org/,0.0004,5,1,TRUE,Local
http://www.restorationcounselingministries.org/,0.00013,10,1,TRUE,Local
https://ed-rf.vizvaz.com/app.apk,0.00026,0,0,FALSE,Local
https://ed-rf.vizvaz.com/app.apk,0.00016,5,0,FALSE,Local
https://ed-rf.vizvaz.com/app.apk,0.00005,10,0,TRUE,Local
http://www.contanica.com/,0.00032,0,1,TRUE,Local
http://www.contanica.com/,0.00011,5,1,TRUE,Local
http://www.contanica.com/,0.00027,10,1,TRUE,Local
http://lavacolla.com/centro/index.php,0.00026,0,0,FALSE,Local
http://lavacolla.com/centro/index.php,0.00015,5,0,FALSE,Local
http://lavacolla.com/centro/index.php,0.00012,10,0,TRUE,Local
http://103.178.229.177/skyljne.sh4,0.00027,0,0,FALSE,Local
http://103.178.229.177/skyljne.sh4,0.00011,5,0,FALSE,Local
http://103.178.229.177/skyljne.sh4,0.00007,10,0,TRUE,Local
http://www.capoeirausa.com,0.08514,0,1,TRUE,Local
http://www.capoeirausa.com,0.00059,5,1,TRUE,Local
http://www.capoeirausa.com,0.00115,10,1,TRUE,Local
http://eserver.org/langs/feudal-dictionary.txt,0.00023,0,1,TRUE,Local
http://eserver.org/langs/feudal-dictionary.txt,0.00039,5,1,TRUE,Local
http://eserver.org/langs/feudal-dictionary.txt,0.00019,10,1,TRUE,Local
